Unnamed: 0,id,release_date,title
652,49797,2010-08-12,I Saw the Devil
653,4977,2006-10-01,Paprika
654,419478,2018-03-22,Midnight Sun
655,126319,2012-12-12,Ernest & Celestine
656,29845,1974-11-18,A Woman Under the Influence
657,762,1975-05-25,Monty Python and the Holy Grail
658,438631,2021-09-15,Dune
659,13042,2008-06-27,Presto
660,502356,2023-04-05,The Super Mario Bros. Movie
661,32916,2010-02-16,Scooby-Doo! Abracadabra-Doo
662,5991,1924-12-23,The Last Laugh
663,5544,1959-06-10,Hiroshima Mon Amour
664,29458,2000-09-01,One Hundred Steps
665,17483,2007-06-16,Shelter
666,423612,2018-10-03,Never Look Away
667,31056,1988-08-21,A Short Film About Love
668,554590,2019-08-30,Tod@s Caen
669,10193,2010-06-16,Toy Story 3
670,52345,2003-08-22,Lisbela and the Prisoner
671,11621,1992-07-18,Porco Rosso
672,1366,1976-11-21,Rocky
673,553,2003-05-19,Dogville
674,22,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl
675,14069,2006-07-15,The Girl Who Leapt Through Time
676,277216,2015-08-11,Straight Outta Compton
677,1626,1962-09-20,Vivre Sa Vie
678,851,1945-11-24,Brief Encounter
679,143,1930-04-29,All Quiet on the Western Front
680,841755,2021-08-31,Mortal Kombat Legends: Battle of the Realms
681,10315,2009-10-23,Fantastic Mr. Fox
682,2118,1997-09-19,L.A. Confidential
683,141,2001-10-24,Donnie Darko
684,375794,2016-09-02,No Manches Frida
685,84892,2012-09-20,The Perks of Being a Wallflower
686,10757,2001-12-14,Kabhi Khushi Kabhie Gham
687,396,1966-06-22,Who's Afraid of Virginia Woolf?
688,144,1987-05-17,Wings of Desire
689,149870,2013-07-20,The Wind Rises
690,20126,1975-03-07,Deep Red
691,13855,2008-02-14,The Chaser
692,9421,1998-04-15,The Dinner Game
693,582927,2019-10-21,I'm No Longer Here
694,803700,2022-12-21,The Eight Mountains
695,766507,2022-08-02,Prey
696,49026,2012-07-16,The Dark Knight Rises
697,1480,1958-03-30,Touch of Evil
698,336804,2015-06-17,Mustang
699,49687,1964-12-18,Marriage Italian Style
700,486589,2019-07-25,Red Shoes and the Seven Dwarfs
701,10227,1967-12-16,PlayTime
702,303,1946-08-21,Notorious
703,169813,2013-08-23,Short Term 12
704,602063,2021-04-23,Rurouni Kenshin: The Final
705,539517,2018-10-04,Constantine: City of Demons - The Movie
706,562,1988-07-15,Die Hard
707,117,1987-06-03,The Untouchables
708,980,1943-03-11,The Ox-Bow Incident
709,337960,2015-08-27,Holding the Man
710,12444,2010-10-06,Harry Potter and the Deathly Hallows: Part 1
711,804095,2022-11-11,The Fabelmans
712,14282,1993-06-05,Ninja Scroll
713,166428,2019-01-03,How to Train Your Dragon: The Hidden World
714,16237,2006-09-15,Teen Titans: Trouble in Tokyo
715,9475,1992-12-23,Scent of a Woman
716,696,1979-04-25,Manhattan
717,1027014,2022-09-28,Entergalactic
718,724495,2022-09-16,The Woman King
719,428493,2017-09-01,God's Own Country
720,86837,2012-09-20,Amour
721,15916,1985-12-22,Angel's Egg
722,27670,1984-12-20,Nothing Left to Do but Cry
723,587,2003-12-25,Big Fish
724,1908,1960-07-07,Inherit the Wind
725,925,1989-06-14,Do the Right Thing
726,873,1985-12-18,The Color Purple
727,703,1977-04-19,Annie Hall
728,40662,2010-07-27,Batman: Under the Red Hood
729,11005,1990-12-04,Awakenings
730,380,1988-12-11,Rain Man
731,553835,2019-02-15,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion
732,506574,2019-08-02,Descendants 3
733,396535,2016-07-20,Train to Busan
734,2108,1985-02-15,The Breakfast Club
735,435366,2017-02-09,Fabricated City
736,352173,2015-07-30,Drishyam
737,963,1941-10-18,The Maltese Falcon
738,28162,1946-12-15,A Matter of Life and Death
739,27040,1943-01-01,Meshes of the Afternoon
740,413594,2017-02-18,Sword Art Online: The Movie – Ordinal Scale
741,81401,2011-02-15,The Turin Horse
742,12496,2002-11-02,The Twilight Samurai
743,583,1979-08-17,Life of Brian
744,656563,2020-04-30,Rich in Love
745,498249,2018-11-21,Bad Seeds
746,357786,2016-01-08,Kizumonogatari Part 1: Tekketsu
747,1700,1990-11-30,Misery
748,492188,2019-09-28,Marriage Story
749,1417,2006-10-10,Pan's Labyrinth
750,886396,2022-10-18,Batman and Superman: Battle of the Super Sons
751,713776,2020-03-07,If Anything Happens I Love You
752,27064,1985-05-15,Mishima: A Life in Four Chapters
753,165,1989-11-22,Back to the Future Part II
754,359784,2016-06-16,Maudie
755,382591,2016-12-07,Two Is a Family
756,6844,1956-10-05,The Ten Commandments
757,843241,2021-07-02,The Seven Deadly Sins: Cursed by Light
758,374473,2016-10-21,"I, Daniel Blake"
759,792,1986-12-19,Platoon
760,531,1993-12-17,The Wrong Trousers
761,269149,2016-02-11,Zootopia
762,18079,2000-08-31,Nine Queens
763,14756,2008-12-12,Ip Man
764,903,1967-06-22,Cool Hand Luke
765,317442,2014-12-06,The Last: Naruto the Movie
766,61979,2010-12-03,Three Steps Above Heaven
767,20544,2004-05-30,Something the Lord Made
768,322,2003-03-03,Mystic River
769,581528,2019-05-15,"The Gangster, the Cop, the Devil"
770,576920,2020-12-10,Silver Skates
771,273248,2015-12-25,The Hateful Eight
772,28571,1949-10-06,The Heiress
773,11902,1995-04-11,Underground
774,3114,1956-05-07,The Searchers
775,31589,1960-09-15,The Bad Sleep Well
776,502033,2020-11-20,Sound of Metal
777,25050,2008-06-28,Still Walking
778,525,1980-06-16,The Blues Brothers
779,756999,2022-06-22,The Black Phone
780,216,1974-06-05,Ali: Fear Eats the Soul
781,616584,2019-09-05,K-12
782,508933,2018-03-13,Ricky Gervais: Humanity
783,12429,2008-07-19,Ponyo
784,317182,2014-12-25,Doctor Who: Last Christmas
785,234200,2014-09-12,Pride
786,10229,2002-01-25,A Walk to Remember
787,49046,2022-10-07,All Quiet on the Western Front
788,45269,2010-11-26,The King's Speech
789,16761,2006-04-21,A Movie of Eggs
790,12491,1961-09-25,Accattone
791,22504,1980-03-19,The King and the Mockingbird
792,177572,2014-10-24,Big Hero 6
793,123025,2012-08-21,"Batman: The Dark Knight Returns, Part 1"
794,72660,2010-07-18,I Don't Want to Go Back Alone
795,573699,2019-01-11,White Snake
796,11220,1995-09-06,Fallen Angels
797,614917,2021-11-18,King Richard
798,244063,2014-01-08,Boys
799,12405,2008-11-12,Slumdog Millionaire
800,282758,2006-12-25,Doctor Who: The Runaway Bride
801,990,1961-09-25,The Hustler
802,404,1999-10-15,The Straight Story
803,597922,2022-09-30,The Greatest Beer Run Ever
804,508439,2020-02-29,Onward
805,709629,2021-03-12,War of Likes
806,556984,2020-09-25,The Trial of the Chicago 7
807,30018,2009-05-28,Mother
808,10020,1991-10-22,Beauty and the Beast
809,9800,1993-12-22,Philadelphia
810,334,1999-12-10,Magnolia
811,573171,2022-12-14,A Frozen Rooster
812,40619,2010-06-17,Day & Night
813,451945,2017-08-23,BPM (Beats per Minute)
814,393729,2016-08-31,Divines
815,33602,2010-02-06,Temple Grandin
816,965150,2022-10-21,Aftersun
817,336,1971-10-20,"Duck, You Sucker"
818,808,2001-05-18,Shrek
819,672,2002-11-13,Harry Potter and the Chamber of Secrets
820,653,1922-02-16,Nosferatu
821,759054,2022-06-23,Rise
822,24160,1982-12-22,My Friends Act II
823,632,1953-05-29,Stalag 17
824,730840,2021-07-21,Trollhunters: Rise of the Titans
825,16052,1997-03-21,Selena
826,48831,1969-06-04,My Night at Maud's
827,211954,2013-07-20,Instructions Not Included
828,22137,1994-11-23,The Kingdom
829,15265,1956-08-24,The Red Balloon
830,20139,1961-12-19,The Children's Hour
831,583083,2020-07-24,The Kissing Booth 2
832,221732,2014-09-13,Rurouni Kenshin Part III: The Legend Ends
833,203217,2013-06-21,My Mom Is a Character
834,28145,1969-12-10,"They Shoot Horses, Don't They?"
835,9552,1973-12-26,The Exorcist
836,993,1972-12-10,Sleuth
837,367735,2015-11-13,John Mulaney: The Comeback Kid
838,309,1998-06-19,The Celebration
839,205,2004-03-04,Hotel Rwanda
840,162,1990-12-05,Edward Scissorhands
841,626872,2022-08-03,Emergency Declaration
842,13002,2006-09-19,Barbie in The 12 Dancing Princesses
843,537116,2021-11-11,"tick, tick... BOOM!"
844,414906,2022-03-01,The Batman
845,96721,2013-09-02,Rush
846,575452,2019-05-23,The Traitor
847,453191,2017-06-21,The Big Bad Fox and Other Tales
848,20123,1988-12-21,Time of the Gypsies
849,24428,2012-04-25,The Avengers
850,5528,2004-03-17,The Chorus
851,869626,2022-06-24,Marcel the Shell with Shoes On
852,446159,2019-08-29,Bacurau
853,15121,1965-03-29,The Sound of Music
854,167581,2013-05-27,Free Fall
855,288,1952-06-09,High Noon
856,28276,1959-05-12,Good Morning
857,14811,1971-11-03,Fiddler on the Roof
858,13151,1998-09-23,Scooby-Doo on Zombie Island
859,13929,1997-11-24,Geri's Game
860,499,1962-04-11,Cléo from 5 to 7
861,297222,2014-12-18,PK
862,845,1951-06-27,Strangers on a Train
863,137182,2012-10-09,The Broken Circle Breakdown
864,581577,2020-04-17,Persian Lessons
865,30959,1964-12-29,Kwaidan
866,19026,2006-05-21,Azur & Asmar: The Princes' Quest
867,9806,2004-10-27,The Incredibles
868,15794,1949-09-02,White Heat
869,4495,1973-10-08,The Spirit of the Beehive
870,767,2009-07-07,Harry Potter and the Half-Blood Prince
871,444705,2017-03-21,Dave Chappelle: The Age of Spin
872,242582,2014-10-23,Nightcrawler
873,8416,1971-01-29,The Conformist
874,8016,1948-12-01,"Germany, Year Zero"
875,272,2005-06-10,Batman Begins
876,24657,1986-05-09,The Sacrifice
877,9023,2002-05-24,Spirit: Stallion of the Cimarron
878,11299,2001-09-01,Cowboy Bebop: The Movie
879,688,1995-05-28,The Bridges of Madison County
880,587272,2019-08-02,Father There Is Only One
881,83666,2012-05-16,Moonrise Kingdom
882,5910,1997-10-30,Fireworks
883,11898,1949-06-21,Kind Hearts and Coronets
884,108,1993-08-01,Three Colors: Blue
885,439058,2017-11-23,Hey Arnold! The Jungle Movie
886,371645,2016-03-31,Hunt for the Wilderpeople
887,342470,2020-02-28,All the Bright Places
888,128246,2012-10-31,A Werewolf Boy
889,4808,1963-12-05,Charade
890,675,2007-06-28,Harry Potter and the Order of the Phoenix
891,3763,1964-11-21,Onibaba
892,995,1939-03-03,Stagecoach
893,13187,1965-12-09,A Charlie Brown Christmas
894,1040,1963-03-28,The Leopard
895,247,1956-06-06,The Killing
896,12516,1990-05-11,Dreams
897,1633,1991-12-27,Fried Green Tomatoes
898,164,1961-10-06,Breakfast at Tiffany's
899,522627,2020-01-01,The Gentlemen
900,22881,2009-11-20,The Blind Side
901,14580,1953-10-14,The Big Heat
902,11787,1950-12-04,Harvey
903,589739,2019-08-14,Hair Love
904,25858,1948-04-27,Drunken Angel
905,11482,1976-05-26,The Tenant
906,10633,1967-08-02,In the Heat of the Night
907,369299,2016-05-13,Don't Blame the Kid
908,238628,2013-10-16,Tangerines
909,11474,1979-02-09,The Warriors
910,261,1958-08-29,Cat on a Hot Tin Roof
911,567410,2019-09-19,System Crasher
912,76600,2022-12-14,Avatar: The Way of Water
913,49992,1998-12-22,Lucky and Zorba
914,4480,1986-08-27,Jean de Florette
915,877703,2023-01-18,Teen Wolf: The Movie
916,527776,2019-08-22,Overcomer
917,891,1976-01-18,All the President's Men
918,68,1985-02-20,Brazil
919,51608,2010-08-04,The Man from Nowhere
920,1904,2005-12-06,Memoirs of a Geisha
921,1632,1988-12-08,Mississippi Burning
922,1587,1993-12-17,What's Eating Gilbert Grape
923,1075,1998-06-01,"Black Cat, White Cat"
924,399566,2021-03-24,Godzilla vs. Kong
925,795514,2021-03-17,The Fallout
926,286217,2015-09-30,The Martian
927,773,2006-07-26,Little Miss Sunshine
928,100402,2014-03-20,Captain America: The Winter Soldier
929,2433,1967-03-08,The Young Girls of Rochefort
930,637649,2021-04-22,Wrath of Man
931,401698,2016-02-04,Hidden Kisses
932,4497,1961-05-17,Viridiana
933,876792,2022-11-25,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond
934,82702,2014-06-05,How to Train Your Dragon 2
935,51822,2002-11-08,Love Hurts
936,44214,2010-12-03,Black Swan
937,23832,1966-04-07,For Love and Gold
938,976,1957-07-04,Sweet Smell of Success
939,16306,1973-12-01,Fantastic Planet
940,426426,2018-08-25,Roma
941,11972,1952-03-28,Don Camillo
942,2204,1974-05-17,Alice in the Cities
943,4235,1969-12-05,The Sicilian Clan
944,2493,1987-09-25,The Princess Bride
945,1939,1944-10-11,Laura
946,471707,2019-09-10,Corpus Christi
947,336808,2015-05-25,Embrace of the Serpent
948,28580,1945-11-29,The Lost Weekend
949,702,1951-09-18,A Streetcar Named Desire
950,234567,2013-11-27,Get a Horse!
951,11362,2002-01-23,The Count of Monte Cristo
952,8358,2000-12-22,Cast Away
953,899405,2021-12-10,Anonymously Yours
954,629542,2022-03-17,The Bad Guys
955,265169,2014-06-13,Winter Sleep
956,25188,1971-10-03,The Last Picture Show
957,15251,1983-10-15,Eddie Murphy: Delirious
958,8832,2008-05-28,Il Divo
959,981,1940-12-05,The Philadelphia Story
960,110160,2012-05-18,Laurence Anyways
961,12548,1953-09-17,I Vitelloni
962,3309,1945-10-20,Mildred Pierce
963,99,1999-04-16,All About My Mother
964,580175,2020-09-24,Another Round
965,37247,1967-12-21,The Graduate
966,320007,2015-06-11,Victoria
967,22292,1947-05-25,The Ghost and Mrs. Muir
968,4347,2007-09-07,Atonement
969,810171,2022-05-11,The Valet
970,431693,2019-12-04,Spies in Disguise
971,144288,2013-02-01,Berserk: The Golden Age Arc III - The Advent
972,50531,2000-12-15,Ask Me If I Am Happy
973,158,1997-02-20,Knockin' on Heaven's Door
974,14813,1983-10-19,Mickey's Christmas Carol
975,1592,1996-03-06,Primal Fear
976,676701,2022-08-24,"Tad, the Lost Explorer and the Emerald Tablet"
977,466282,2018-08-16,To All the Boys I've Loved Before
978,227932,2016-12-22,My Mom Is a Character 2
979,10835,1989-07-06,The Killer
980,578,1975-06-20,Jaws
981,25768,1928-05-09,"Steamboat Bill, Jr."
982,672322,2021-06-04,Rurouni Kenshin: The Beginning
983,513434,2017-11-04,One Cut of the Dead
984,221731,2014-08-01,Rurouni Kenshin Part II: Kyoto Inferno
985,596054,2019-08-15,Heroic Losers
986,177945,2013-09-28,"Like Father, Like Son"
987,15137,2007-09-01,Evangelion: 1.0 You Are (Not) Alone
988,12501,1958-09-30,The Big Country
989,338729,2015-08-20,The Beauty Inside
990,534780,2018-10-05,Andhadhun
991,26371,1987-08-21,Maurice
992,910,1946-08-23,The Big Sleep
993,812,1992-11-25,Aladdin
994,592807,2019-09-21,Papicha
995,871,1968-02-07,Planet of the Apes
996,17058,1945-12-25,Scarlet Street
997,643,1925-12-24,Battleship Potemkin
998,530079,2019-06-21,Ride Your Wave
999,576,1969-06-17,The Wild Bunch
1000,218,1984-10-26,The Terminator
1001,697843,2023-06-09,Extraction 2
1002,313297,2016-08-18,Kubo and the Two Strings
1003,51739,2010-07-16,The Secret World of Arrietty
1004,707886,2020-06-19,Feel the Beat
1005,366170,2016-04-23,Yu-Gi-Oh!: The Dark Side of Dimensions
1006,30020,1997-09-28,Taste of Cherry
1007,4995,1997-10-07,Boogie Nights
1008,207703,2014-12-13,Kingsman: The Secret Service
1009,13696,1938-11-26,Angels with Dirty Faces
1010,568124,2021-10-13,Encanto
1011,1093,1958-01-29,Elevator to the Gallows
1012,180299,2014-03-27,The Raid 2
1013,1726,2008-04-30,Iron Man
1014,31216,2008-06-01,I Can't Think Straight
1015,12219,1997-08-17,12 Angry Men
1016,9343,1982-03-02,Fitzcarraldo
1017,1712,1956-11-08,Giant
1018,10331,1968-10-04,Night of the Living Dead
1019,746,1987-10-04,The Last Emperor
1020,343,1971-12-20,Harold and Maude
1021,20108,1966-05-25,Au Hasard Balthazar
1022,19101,1995-05-10,A Little Princess
1023,793,1986-01-01,Blue Velvet
1024,624932,2019-08-26,Dave Chappelle: Sticks & Stones
1025,514439,2019-04-10,Breakthrough
1026,18329,1997-05-30,Happy Together
1027,14624,2007-03-09,The Ultimate Gift
1028,10637,2000-09-29,Remember the Titans
1029,678,1947-11-25,Out of the Past
1030,17835,1984-09-23,Threads
1031,8429,1946-12-10,Paisan
1032,13980,2007-09-29,Sword of the Stranger
1033,585244,2020-03-12,I Still Believe
1034,14438,2008-09-26,Fireproof
1035,12093,2002-08-23,Lilya 4-ever
1036,13363,2007-06-10,The Man from Earth
1037,4960,2008-10-24,"Synecdoche, New York"
1038,55,2000-06-16,Amores Perros
1039,38251,1991-01-31,Mediterraneo
1040,13386,1981-03-05,I'm Starting from Three
1041,244,1933-03-15,King Kong
1042,644089,2021-09-10,Blue Bayou
1043,398978,2019-11-01,The Irishman
1044,283995,2017-04-19,Guardians of the Galaxy Vol. 2
1045,13466,1999-02-19,October Sky
1046,1628,1962-01-23,Jules and Jim
1047,212,1944-09-01,Arsenic and Old Lace
1048,768744,2021-08-06,My Hero Academia: World Heroes' Mission
1049,284427,2014-09-25,Who Am I
1050,13830,2002-02-27,Shottas
1051,614409,2021-02-12,To All the Boys: Always and Forever
1052,599521,2020-06-13,Z-O-M-B-I-E-S 2
1053,225745,2013-04-20,Steins;Gate: The Movie - Load Region of Déjà Vu
1054,820,1991-12-20,JFK
1055,419430,2017-02-24,Get Out
1056,612706,2020-08-07,Work It
1057,517093,2019-03-21,Balkan Line
1058,381289,2017-01-19,A Dog's Purpose
1059,11657,1970-10-19,Le Cercle Rouge
1060,11321,2008-12-18,Seven Pounds
1061,9377,1986-06-11,Ferris Bueller's Day Off
1062,364111,2015-09-19,The Anthem of the Heart
1063,32600,1925-03-15,Seven Chances
1064,459670,2019-06-27,Monica and Friends: Bonds
1065,348678,2015-12-25,A Man Called Ove
1066,51533,2010-12-20,Let the Bullets Fly
1067,20992,1997-12-12,Brother
1068,5558,1974-09-10,The Phantom of Liberty
1069,489999,2018-08-24,Searching
1070,722778,2021-11-24,The Hand of God
1071,333339,2018-03-28,Ready Player One
1072,309809,2015-07-29,The Little Prince
1073,29154,1988-03-11,Stand and Deliver
1074,10322,1979-12-19,Being There
1075,9444,1997-11-20,Anastasia
1076,1678,1954-11-03,Godzilla
1077,1933,2001-08-02,The Others
1078,642,1969-01-15,Butch Cassidy and the Sundance Kid
1079,638,1997-01-15,Lost Highway
1080,650,1991-07-12,Boyz n the Hood
1081,614934,2022-06-22,Elvis
1082,586863,2019-11-14,Les Misérables
1083,306819,2015-11-27,The Danish Girl
1084,54186,2010-06-04,Confessions
1085,9693,2006-09-22,Children of Men
1086,5165,1960-09-14,L'Avventura
1087,137,1993-02-11,Groundhog Day
1088,293660,2016-02-09,Deadpool
1089,31417,1960-01-11,Eyes Without a Face
1090,666243,2021-08-23,The Witcher: Nightmare of the Wolf
1091,566525,2021-09-01,Shang-Chi and the Legend of the Ten Rings
1092,11969,1993-12-25,Tombstone
1093,1654,1967-06-15,The Dirty Dozen
1094,728118,2021-02-26,"Quo Vadis, Aida?"
1095,627725,2020-03-06,The Banker
1096,12206,1933-04-21,The Testament of Dr. Mabuse
1097,3580,2008-10-24,Changeling
1098,222935,2014-05-16,The Fault in Our Stars
1099,137113,2014-05-27,Edge of Tomorrow
1100,11909,1990-08-17,Bullet in the Head
1101,10754,1988-03-11,A Short Film About Killing
1102,244267,2014-07-18,I Origins
1103,21849,1957-05-29,A Face in the Crowd
1104,4558,1950-09-29,Orpheus
1105,819,1996-10-18,Sleepers
1106,63,1995-12-29,Twelve Monkeys
1107,198375,2013-05-31,The Garden of Words
1108,9912,2005-10-12,The World's Fastest Indian
1109,9289,1962-09-25,The Longest Day
1110,8703,1973-11-16,Three Wishes for Cinderella
1111,4481,1986-11-19,Manon of the Spring
1112,347201,2015-08-07,Boruto: Naruto the Movie
1113,284053,2017-10-24,Thor: Ragnarok
1114,269,1960-03-16,Breathless
1115,13355,2006-09-19,Scooby-Doo! Pirates Ahoy!
1116,1879,1967-12-11,Guess Who's Coming to Dinner
1117,776,1939-07-09,The Rules of the Game
1118,417261,2018-01-26,Forever My Girl
1119,38757,2010-11-24,Tangled
1120,283587,2015-09-11,Beasts of No Nation
1121,21575,2009-08-26,A Prophet
1122,64,2002-03-15,Talk to Her
1123,877957,2022-09-09,Drifting Home
1124,682507,2022-07-15,Where the Crawdads Sing
1125,228205,2015-04-09,The Longest Ride
1126,41411,2010-03-10,The Round Up
1127,21191,2009-03-20,Sin Nombre
1128,675353,2022-04-08,Sonic the Hedgehog 2
1129,982,1962-10-01,The Manchurian Candidate
1130,514754,2018-06-15,Bao
1131,14784,2006-09-09,The Fall
1132,10363,1960-03-10,Purple Noon
1133,660120,2021-10-13,The Worst Person in the World
1134,71,2000-09-28,Billy Elliot
1135,24653,2004-09-24,The Consequences of Love
1136,863,1999-10-30,Toy Story 2
1137,8073,1964-08-05,Band of Outsiders
1138,329865,2016-11-10,Arrival
1139,11159,1996-05-24,Secrets & Lies
1140,824,2001-05-24,Moulin Rouge!
1141,19413,1976-09-23,"Ugly, Dirty and Bad"
1142,220,1955-04-10,East of Eden
1143,433471,2017-06-16,Lou
1144,74308,2011-04-24,Detachment
1145,11686,1975-06-10,Love and Death
